Year,Transect,Level,Replicate,Data_taken,Fucus_maxlength,Fucus_max_species,Asco_maxlength,Asco_maxbladders
1985,2,6,1,NA,NA,NA,NA,NA
1985,2,6,2,NA,NA,NA,NA,NA
1985,2,6,3,NA,NA,NA,NA,NA
1985,2,9,1,NA,3.5,Fucus spp.,52,4
1985,2,9,2,NA,12.5,Fucus distichus,45.5,2
1985,2,9,3,NA,29,Fucus spiralis,75,6
1985,2,12,1,NA,36.5,Fucus distichus,NA,NA
1985,2,12,2,NA,NA,NA,NA,NA
1985,2,12,3,NA,NA,NA,NA,NA
1986,2,0,1,NA,NA,NA,NA,NA
1986,2,1,1,NA,NA,NA,NA,NA
1986,2,2,1,NA,NA,NA,NA,NA
1986,2,3,1,NA,NA,NA,NA,NA
1986,2,4,1,NA,NA,NA,NA,NA
1986,2,5,1,NA,14,Fucus spiralis,NA,NA
1986,2,6,1,NA,63,Fucus vesiculosus,64,8
1986,2,6,2,NA,NA,NA,nd,nd
1986,2,6,3,NA,NA,NA,nd,nd
1986,2,7,1,NA,NA,NA,61,nd
1986,2,8,1,NA,80,Fucus spiralis,56,9
1986,2,8,2,NA,nd,Fucus vesiculosus,nd,nd
1986,2,8,3,NA,NA,NA,nd,nd
1986,2,9,1,NA,25,Fucus spp.,NA,NA
1986,2,10,1,NA,NA,NA,NA,NA
1986,2,10,2,NA,nd,Fucus spp.,nd,nd
1986,2,10,3,NA,nd,Fucus spp.,nd,nd
1986,2,11,1,NA,66,Fucus vesiculosus,NA,NA
1986,2,12,1,NA,NA,NA,NA,NA
1986,2,13,1,NA,NA,NA,NA,NA
1987,2,0,1,NA,NA,NA,NA,NA
1987,2,1,1,NA,NA,NA,NA,NA
1987,2,2,1,NA,NA,NA,NA,NA
1987,2,3,1,NA,NA,NA,NA,NA
1987,2,4,1,NA,12,Fucus distichus,NA,NA
1987,2,5,1,NA,21,Fucus spiralis,NA,NA
1987,2,6,1,NA,29,Fucus spiralis,36,4
1987,2,6,2,NA,28,Fucus spiralis,32,4
1987,2,6,3,NA,31,Fucus spiralis,35,4
1987,2,7,1,NA,26,Fucus spiralis,84,11
1987,2,8,1,NA,21,Fucus distichus,NA,NA
1987,2,9,1,NA,NA,NA,NA,NA
1987,2,9,2,NA,NA,NA,NA,NA
1987,2,9,3,NA,NA,NA,NA,NA
1987,2,10,1,NA,NA,NA,NA,NA
1987,2,11,1,NA,NA,NA,NA,NA
1987,2,12,1,NA,NA,NA,NA,NA
1987,2,12,2,NA,NA,NA,NA,NA
1987,2,12,3,NA,NA,NA,NA,NA
1987,2,13,1,NA,NA,NA,NA,NA
1988,2,0,1,NA,NA,NA,NA,NA
1988,2,1,1,NA,NA,NA,NA,NA
1988,2,2,1,NA,NA,NA,NA,NA
1988,2,3,1,NA,NA,NA,NA,NA
1988,2,4,1,NA,NA,NA,NA,NA
1988,2,5,1,NA,nd,Fucus spp.,NA,NA
1988,2,6,1,NA,38,Fucus vesiculosus,33,2
1988,2,6,2,NA,36,Fucus spp.,34,2
1988,2,6,3,NA,17,Fucus vesiculosus,28,2
1988,2,7,1,NA,20,Fucus vesiculosus,19,2
1988,2,8,1,NA,12.5,Fucus spp.,NA,NA
1988,2,9,1,NA,4.5,Fucus spp.,NA,NA
1988,2,9,2,NA,NA,NA,NA,NA
1988,2,9,3,NA,NA,NA,NA,NA
1988,2,10,1,NA,NA,NA,NA,NA
1988,2,11,1,NA,NA,NA,NA,NA
1988,2,12,1,NA,NA,NA,NA,NA
1988,2,13,1,NA,NA,NA,NA,NA
1989,2,0,1,NA,NA,NA,NA,NA
1989,2,1,1,NA,NA,NA,NA,NA
1989,2,2,1,NA,NA,NA,NA,NA
1989,2,3,1,NA,NA,NA,NA,NA
1989,2,4,1,NA,NA,NA,NA,NA
1989,2,5,1,NA,NA,NA,NA,NA
1989,2,6,1,NA,NA,NA,NA,NA
1989,2,6,2,NA,2.5,Fucus spp.,NA,NA
1989,2,6,3,NA,8,Fucus spp.,NA,NA
1989,2,7,1,NA,29,Fucus spp.,27,2
1989,2,8,1,NA,67,Fucus spp.,45,4
1989,2,9,1,NA,13,Fucus vesiculosus,12,4
1989,2,9,2,NA,14,Fucus vesiculosus,10.5,3
1989,2,9,3,NA,nd,Fucus vesiculosus,nd,nd
1989,2,10,1,NA,NA,NA,nd,nd
1989,2,11,1,NA,nd,Fucus spp.,NA,NA
1989,2,12,1,NA,NA,NA,NA,NA
1989,2,12,2,NA,NA,NA,NA,NA
1989,2,12,3,NA,NA,NA,NA,NA
1989,2,13,1,NA,NA,NA,NA,NA
1990,2,0,1,NA,NA,NA,NA,NA
1990,2,1,1,NA,NA,NA,NA,NA
1990,2,2,1,NA,NA,NA,NA,NA
1990,2,3,1,NA,NA,NA,NA,NA
1990,2,4,1,NA,NA,NA,NA,NA
1990,2,5,1,NA,12,Fucus spp.,NA,NA
1990,2,6,1,NA,28,Fucus distichus,34,2
1990,2,6,2,NA,31,Fucus vesiculosus,64,2
1990,2,6,3,NA,23,Fucus vesiculosus,49,2
1990,2,7,1,NA,60,Fucus vesiculosus,64,3
1990,2,8,1,NA,NA,NA,104,5
1990,2,9,1,NA,12.5,Fucus distichus,NA,NA
1990,2,9,2,NA,NA,NA,70,3
1990,2,9,3,NA,12,Fucus distichus,NA,NA
1990,2,10,1,NA,NA,NA,NA,NA
1990,2,11,1,NA,NA,NA,NA,NA
1990,2,12,1,NA,NA,NA,NA,NA
1990,2,12,2,NA,10,Fucus distichus,NA,NA
1990,2,12,3,NA,NA,NA,NA,NA
1990,2,13,1,NA,NA,NA,NA,NA
1991,2,0,1,NA,NA,NA,NA,NA
1991,2,0,2,NA,NA,NA,NA,NA
1991,2,0,3,NA,NA,NA,NA,NA
1991,2,1,1,NA,NA,NA,NA,NA
1991,2,1,2,NA,NA,NA,NA,NA
1991,2,2,1,NA,NA,NA,NA,NA
1991,2,2,2,NA,NA,NA,NA,NA
1991,2,2,3,NA,NA,NA,NA,NA
1991,2,3,1,NA,NA,NA,NA,NA
1991,2,3,2,NA,NA,NA,NA,NA
1991,2,4,1,NA,NA,NA,NA,NA
1991,2,4,2,NA,4,Fucus spiralis,NA,NA
1991,2,4,3,NA,NA,NA,NA,NA
1991,2,5,1,NA,NA,NA,NA,NA
1991,2,5,2,NA,20,Fucus spiralis,NA,NA
1991,2,6,1,NA,35,Fucus vesiculosus,76.5,3
1991,2,6,2,NA,40,Fucus vesiculosus,43,1
1991,2,6,3,NA,44,Fucus spiralis,61,3
1991,2,7,1,NA,55,Fucus spiralis,30,2
1991,2,7,2,NA,23.5,Fucus spiralis,53,2
1991,2,8,1,NA,70,Fucus spiralis,116.5,5
1991,2,8,2,NA,NA,NA,78,9
1991,2,8,3,NA,NA,NA,104,5
1991,2,9,1,NA,NA,NA,37,2
1991,2,9,2,NA,NA,NA,NA,NA
1991,2,10,1,NA,NA,NA,NA,NA
1991,2,10,2,NA,NA,NA,NA,NA
1991,2,10,3,NA,NA,NA,NA,NA
1991,2,11,1,NA,NA,NA,NA,NA
1991,2,11,2,NA,NA,NA,NA,NA
1991,2,12,1,NA,NA,NA,NA,NA
1991,2,12,2,NA,NA,NA,NA,NA
1991,2,12,3,NA,NA,NA,NA,NA
1991,2,13,1,NA,NA,NA,NA,NA
1991,2,13,2,NA,NA,NA,NA,NA
1992,2,0,1,NA,NA,NA,NA,NA
1992,2,0,2,NA,NA,NA,NA,NA
1992,2,0,3,NA,NA,NA,NA,NA
1992,2,1,1,NA,NA,NA,NA,NA
1992,2,1,2,NA,NA,NA,NA,NA
1992,2,1,3,NA,NA,NA,NA,NA
1992,2,2,1,NA,NA,NA,NA,NA
1992,2,2,2,NA,NA,NA,NA,NA
1992,2,2,3,NA,NA,NA,NA,NA
1992,2,3,1,NA,NA,NA,NA,NA
1992,2,3,2,NA,NA,NA,NA,NA
1992,2,3,3,NA,NA,NA,NA,NA
1992,2,4,1,NA,NA,NA,NA,NA
1992,2,4,2,NA,NA,NA,NA,NA
1992,2,4,3,NA,NA,NA,NA,NA
1992,2,5,1,NA,nd,Fucus spiralis,NA,NA
1992,2,5,2,NA,NA,NA,NA,NA
1992,2,5,3,NA,NA,NA,NA,NA
1992,2,6,1,NA,nd,Fucus vesiculosus,32,2
1992,2,6,2,NA,19,Fucus vesiculosus,nd,nd
1992,2,6,3,NA,47,Fucus vesiculosus,nd,nd
1992,2,7,1,NA,28,Fucus vesiculosus,36,3
1992,2,7,2,NA,9,Fucus vesiculosus,nd,nd
1992,2,7,3,NA,nd,Fucus vesiculosus,nd,nd
1992,2,8,1,NA,23,Fucus vesiculosus,50,2
1992,2,8,2,NA,nd,Fucus vesiculosus,58,3
1992,2,8,3,NA,NA,NA,74,4
1992,2,9,1,NA,NA,NA,NA,NA
1992,2,9,2,NA,NA,NA,nd,nd
1992,2,9,3,NA,NA,NA,nd,nd
1992,2,10,1,NA,NA,NA,NA,NA
1992,2,10,2,NA,NA,NA,NA,NA
1992,2,10,3,NA,NA,NA,NA,NA
1992,2,11,1,NA,NA,NA,NA,NA
1992,2,11,2,NA,NA,NA,NA,NA
1992,2,11,3,NA,NA,NA,NA,NA
1992,2,12,1,NA,NA,NA,NA,NA
1992,2,12,2,NA,NA,NA,NA,NA
1992,2,12,3,NA,NA,NA,NA,NA
1993,2,0,1,NA,NA,NA,NA,NA
1993,2,0,2,NA,NA,NA,NA,NA
1993,2,0,3,NA,NA,NA,NA,NA
1993,2,1,1,NA,NA,NA,NA,NA
1993,2,1,2,NA,NA,NA,NA,NA
1993,2,1,3,NA,NA,NA,NA,NA
1993,2,2,1,NA,NA,NA,NA,NA
1993,2,2,2,NA,NA,NA,NA,NA
1993,2,2,3,NA,NA,NA,NA,NA
1993,2,3,1,NA,NA,NA,NA,NA
1993,2,3,2,NA,NA,NA,NA,NA
1993,2,3,3,NA,NA,NA,NA,NA
1993,2,4,1,NA,NA,NA,NA,NA
1993,2,4,2,NA,NA,NA,NA,NA
1993,2,4,3,NA,6,Fucus spp.,NA,NA
1993,2,5,1,NA,4,Fucus spp.,NA,NA
1993,2,5,2,NA,26.5,Fucus vesiculosus,NA,NA
1993,2,5,3,NA,10.5,Fucus spp.,15,0
1993,2,6,1,NA,12,nd - sp.or vesiculosis,NA,NA
1993,2,6,2,NA,39,Fucus vesiculosus,47,0
1993,2,6,3,NA,25,nd - sp.or vesiculosis,16.5,1
1993,2,7,1,NA,54,Fucus spiralis,59,5
1993,2,7,2,NA,43,Fucus vesiculosus,57,3
1993,2,7,3,NA,34.5,"nd-sp., vesiculosis, or spiralis",62.5,5
1993,2,8,1,NA,NA,NA,20,2
1993,2,8,2,NA,NA,NA,63,5
1993,2,8,3,NA,49,Fucus vesiculosus,NA,NA
1993,2,9,1,NA,NA,NA,NA,NA
1993,2,9,2,NA,NA,NA,59.5,3
1993,2,9,3,NA,12,Fucus spp.,NA,NA
1993,2,10,1,NA,NA,NA,NA,NA
1993,2,10,2,NA,NA,NA,NA,NA
1993,2,10,3,NA,NA,NA,NA,NA
1993,2,11,1,NA,NA,NA,NA,NA
1993,2,11,2,NA,NA,NA,NA,NA
1993,2,11,3,NA,NA,NA,NA,NA
1993,2,12,1,NA,NA,NA,NA,NA
1993,2,12,2,NA,NA,NA,NA,NA
1993,2,12,3,NA,NA,NA,NA,NA
1994,2,0,1,NA,NA,NA,NA,NA
1994,2,0,2,NA,NA,NA,NA,NA
1994,2,0,3,NA,NA,NA,NA,NA
1994,2,1,1,NA,NA,NA,NA,NA
1994,2,1,2,NA,NA,NA,NA,NA
1994,2,1,3,NA,NA,NA,NA,NA
1994,2,2,1,NA,NA,NA,NA,NA
1994,2,2,2,NA,NA,NA,NA,NA
1994,2,2,3,NA,NA,NA,NA,NA
1994,2,3,1,NA,NA,NA,NA,NA
1994,2,3,2,NA,NA,NA,NA,NA
1994,2,3,3,NA,NA,NA,NA,NA
1994,2,4,1,NA,NA,NA,NA,NA
1994,2,4,2,NA,NA,NA,NA,NA
1994,2,4,3,NA,3,Fucus spiralis,NA,NA
1994,2,5,1,NA,30,Fucus vesiculosus,22,7
1994,2,5,2,NA,19,Fucus spiralis,NA,NA
1994,2,5,3,NA,28,Fucus vesiculosus,30,5
1994,2,6,1,NA,31,Fucus vesiculosus,65,5
1994,2,6,2,NA,34.5,Fucus vesiculosus,35,4
1994,2,6,3,NA,45,Fucus vesiculosus,32,6
1994,2,7,1,NA,NA,NA,51,3
1994,2,7,2,NA,NA,NA,68.099999999999994,4
1994,2,7,3,NA,44.700000000000003,Fucus vesiculosus,50,5
1994,2,8,1,NA,NA,NA,70,4
1994,2,8,2,NA,NA,NA,53,4
1994,2,8,3,NA,49,Fucus vesiculosus,62,3
1994,2,9,1,NA,4.5,Fucus spp.,NA,NA
1994,2,9,2,NA,5,Fucus spp.,NA,NA
1994,2,9,3,NA,NA,NA,NA,NA
1994,2,10,1,NA,NA,NA,NA,NA
1994,2,10,2,NA,NA,NA,NA,NA
1994,2,10,3,NA,NA,NA,NA,NA
1994,2,11,1,NA,NA,NA,NA,NA
1994,2,11,2,NA,NA,NA,NA,NA
1994,2,11,3,NA,NA,NA,NA,NA
1994,2,12,1,NA,NA,NA,NA,NA
1994,2,12,2,NA,NA,NA,NA,NA
1994,2,12,3,NA,NA,NA,NA,NA
1994,2,13,1,NA,NA,NA,NA,NA
1994,2,13,2,NA,NA,NA,NA,NA
1994,2,13,3,NA,NA,NA,NA,NA
1995,2,0,1,NA,NA,NA,NA,NA
1995,2,0,2,NA,NA,NA,NA,NA
1995,2,0,3,NA,NA,NA,NA,NA
1995,2,1,1,NA,NA,NA,NA,NA
1995,2,1,2,NA,NA,NA,NA,NA
1995,2,1,3,NA,NA,NA,NA,NA
1995,2,2,1,NA,NA,NA,NA,NA
1995,2,2,2,NA,NA,NA,NA,NA
1995,2,2,3,NA,NA,NA,NA,NA
1995,2,3,1,NA,NA,NA,NA,NA
1995,2,3,2,NA,NA,NA,NA,NA
1995,2,3,3,NA,NA,NA,NA,NA
1995,2,4,1,NA,NA,NA,NA,NA
1995,2,4,2,NA,NA,NA,NA,NA
1995,2,4,3,NA,NA,NA,NA,NA
1995,2,5,1,NA,23.5,Fucus vesiculosus,19,nd
1995,2,5,2,NA,15.1,Fucus spp.,NA,NA
1995,2,5,3,NA,13,Fucus spp.,NA,NA
1995,2,6,1,NA,39,Fucus vesiculosus,46,1
1995,2,6,2,NA,52,Fucus spp.,52,2
1995,2,6,3,NA,22,Fucus vesiculosus,65,2
1995,2,7,1,NA,64,Fucus vesiculosus,7,1
1995,2,7,2,NA,NA,NA,48,1
1995,2,7,3,NA,48,Fucus vesiculosus,67,2
1995,2,8,1,NA,NA,NA,NA,NA
1995,2,8,2,NA,NA,NA,48,2
1995,2,8,3,NA,58,Fucus vesiculosus,70,3
1995,2,9,1,NA,NA,NA,NA,NA
1995,2,9,2,NA,NA,NA,NA,NA
1995,2,9,3,NA,78,Fucus vesiculosus,49,1
1995,2,10,1,NA,nd,Fucus spp.,nd,nd
1995,2,11,1,NA,nd,Fucus spp.,nd,nd
1995,2,12,1,NA,NA,NA,NA,NA
1995,2,12,2,NA,NA,NA,NA,NA
1995,2,12,3,NA,NA,NA,NA,NA
1995,2,13,1,NA,NA,NA,NA,NA
1995,2,13,2,NA,NA,NA,NA,NA
1995,2,13,3,NA,NA,NA,nd,nd
1998,2,0,1,NA,NA,NA,NA,NA
1998,2,0,2,NA,NA,NA,NA,NA
1998,2,0,3,NA,NA,NA,NA,NA
1998,2,1,1,NA,NA,NA,NA,NA
1998,2,1,2,NA,NA,NA,NA,NA
1998,2,1,3,NA,NA,NA,NA,NA
1998,2,2,1,NA,NA,NA,NA,NA
1998,2,2,2,NA,NA,NA,NA,NA
1998,2,2,3,NA,NA,NA,NA,NA
1998,2,3,1,NA,NA,NA,NA,NA
1998,2,3,2,NA,NA,NA,NA,NA
1998,2,3,3,NA,NA,NA,NA,NA
1998,2,4,1,NA,NA,NA,NA,NA
1998,2,4,2,NA,NA,NA,NA,NA
1998,2,4,3,NA,NA,NA,NA,NA
1998,2,5,1,NA,NA,NA,NA,NA
1998,2,5,2,NA,NA,NA,NA,NA
1998,2,5,3,NA,NA,NA,NA,NA
1998,2,6,1,NA,10,Fucus vesiculosus,NA,NA
1998,2,6,2,NA,NA,NA,NA,NA
1998,2,6,3,NA,7.5,Fucus vesiculosus,NA,NA
1998,2,7,1,NA,20.300000000000001,Fucus vesiculosus,NA,NA
1998,2,7,2,NA,30.399999999999999,Fucus vesiculosus,31.699999999999999,3
1998,2,7,3,NA,55.799999999999997,Fucus vesiculosus,NA,NA
1998,2,8,1,NA,45.719999999999999,Fucus vesiculosus,60.960000000000001,4
1998,2,8,2,NA,76.200000000000003,Fucus vesiculosus,68.579999999999998,3
1998,2,8,3,NA,3.8100000000000001,Fucus vesiculosus,60.960000000000001,4
1998,2,9,1,NA,NA,NA,46.25,4
1998,2,9,2,NA,36.25,Fucus vesiculosus,39,4
1998,2,9,3,NA,60,Fucus vesiculosus,NA,NA
1998,2,10,1,NA,40.600000000000001,Fucus vesiculosus,80.010000000000005,3
1998,2,10,2,NA,33,Fucus vesiculosus,NA,NA
1998,2,10,3,NA,45,Fucus vesiculosus,NA,NA
1998,2,11,1,NA,NA,NA,NA,NA
1998,2,11,2,NA,NA,NA,125,3
1998,2,11,3,NA,47.5,Fucus vesiculosus,NA,NA
1998,2,12,1,NA,NA,NA,NA,NA
1998,2,12,2,NA,NA,NA,NA,NA
1998,2,12,3,NA,NA,NA,NA,NA
1998,2,13,1,NA,NA,NA,NA,NA
1998,2,13,2,NA,NA,NA,NA,NA
1998,2,13,3,NA,NA,NA,NA,NA
1998,2,14,1,no,NA,NA,NA,NA
1998,2,14,2,no,NA,NA,NA,NA
1998,2,14,3,no,NA,NA,NA,NA
2004,2,0,1,NA,NA,NA,NA,NA
2004,2,0,2,NA,NA,NA,NA,NA
2004,2,0,3,NA,NA,NA,NA,NA
2004,2,1,1,NA,NA,NA,NA,NA
2004,2,1,2,NA,NA,NA,NA,NA
2004,2,1,3,NA,NA,NA,NA,NA
2004,2,2,1,NA,NA,NA,NA,NA
2004,2,2,2,NA,NA,NA,NA,NA
2004,2,2,3,NA,NA,NA,NA,NA
2004,2,3,1,NA,NA,NA,NA,NA
2004,2,3,2,NA,NA,NA,NA,NA
2004,2,3,3,NA,NA,NA,NA,NA
2004,2,4,1,NA,NA,NA,NA,NA
2004,2,4,2,NA,NA,NA,NA,NA
2004,2,4,3,NA,NA,NA,NA,NA
2004,2,5,1,NA,NA,NA,NA,NA
2004,2,5,2,NA,4.5,Fucus spp.,NA,NA
2004,2,5,3,NA,NA,NA,NA,NA
2004,2,6,1,NA,41,Fucus vesiculosus,63,4
2004,2,6,2,NA,28,Fucus vesiculosus,75,5
2004,2,6,3,NA,22,Fucus vesiculosus,46,2
2004,2,7,1,NA,41,Fucus distichus,65,5
2004,2,7,2,NA,50,Fucus distichus,91,5
2004,2,7,3,NA,53,Fucus vesiculosus,62,5
2004,2,8,1,NA,47,Fucus distichus,62,4
2004,2,8,2,NA,48,Fucus distichus,36,2
2004,2,8,3,NA,50,Fucus distichus,69,3
2004,2,9,1,NA,NA,NA,105,5
2004,2,9,2,NA,12,Fucus distichus,31,1
2004,2,9,3,NA,NA,NA,NA,NA
2004,2,10,1,NA,NA,NA,NA,NA
2004,2,10,2,NA,NA,NA,NA,NA
2004,2,10,3,NA,NA,NA,NA,NA
2004,2,11,1,NA,NA,NA,NA,NA
2004,2,11,2,NA,NA,NA,NA,NA
2004,2,11,3,NA,NA,NA,NA,NA
2004,2,12,1,NA,NA,NA,NA,NA
2004,2,12,2,NA,NA,NA,NA,NA
2004,2,12,3,NA,NA,NA,NA,NA
1982,5,0,1,NA,NA,NA,NA,NA
1982,5,1,1,NA,NA,NA,NA,NA
1982,5,2,1,NA,NA,NA,NA,NA
1982,5,3,1,NA,NA,NA,NA,NA
1982,5,4,1,NA,12.699999999999999,Fucus spp.,30.5,3
1982,5,5,1,NA,18,Fucus vesiculosus,33,2
1982,5,6,1,NA,15,Fucus vesiculosus,33,2
1982,5,7,1,NA,NA,NA,71,5
1982,5,8,1,NA,NA,NA,71,5
1982,5,9,1,NA,22.800000000000001,Fucus vesiculosus,NA,NA
1982,5,10,1,NA,NA,NA,NA,NA
1982,5,11,1,NA,NA,NA,NA,NA
1982,5,12,1,NA,NA,NA,NA,NA
1982,5,13,1,NA,NA,NA,NA,NA
1982,5,14,1,NA,NA,NA,NA,NA
1983,5,0,1,NA,NA,NA,NA,NA
1983,5,1,1,NA,NA,NA,NA,NA
1983,5,2,1,NA,NA,NA,NA,NA
1983,5,3,1,NA,NA,NA,NA,NA
1983,5,4,1,NA,NA,NA,NA,NA
1983,5,5,1,NA,NA,NA,NA,NA
1983,5,6,1,NA,nd,Fucus distichus,20,3
1983,5,7,1,NA,nd,Fucus spp.,nd,nd
1983,5,8,1,NA,nd,Fucus vesiculosus,16,1
1983,5,9,1,NA,40.600000000000001,Fucus distichus,NA,NA
1983,5,10,1,NA,NA,NA,24,2
1983,5,11,1,NA,NA,NA,NA,NA
1983,5,12,1,NA,NA,NA,NA,NA
1985,5,0,1,NA,NA,NA,NA,NA
1985,5,1,1,NA,NA,NA,NA,NA
1985,5,2,1,NA,NA,NA,NA,NA
1985,5,3,1,NA,NA,NA,NA,NA
1985,5,6,1,NA,NA,NA,NA,NA
1985,5,6,2,NA,NA,NA,NA,NA
1985,5,6,3,NA,NA,NA,NA,NA
1985,5,9,1,NA,3.5,Fucus spp.,52,4
1985,5,9,2,NA,12.5,Fucus distichus,45.5,2
1985,5,9,3,NA,29,Fucus spiralis,75,6
1985,5,12,1,NA,36.5,Fucus distichus,NA,NA
1985,5,12,2,NA,NA,NA,NA,NA
1985,5,12,3,NA,NA,NA,NA,NA
1986,5,0,1,NA,NA,NA,NA,NA
1986,5,1,1,NA,NA,NA,NA,NA
1986,5,2,1,NA,NA,NA,NA,NA
1986,5,3,1,NA,NA,NA,NA,NA
1986,5,4,1,NA,NA,NA,NA,NA
1986,5,5,1,NA,14,Fucus spiralis,NA,NA
1986,5,6,1,NA,63,Fucus vesiculosus,64,8
1986,5,6,2,NA,NA,NA,nd,nd
1986,5,6,3,NA,NA,NA,nd,nd
1986,5,7,1,NA,NA,NA,61,nd
1986,5,8,1,NA,80,Fucus spiralis,56,9
1986,5,8,2,NA,nd,Fucus vesiculosus,nd,nd
1986,5,8,3,NA,NA,NA,nd,nd
1986,5,9,1,NA,25,Fucus spp.,NA,NA
1986,5,10,1,NA,NA,NA,NA,NA
1986,5,10,2,NA,nd,Fucus spp.,nd,nd
1986,5,10,3,NA,nd,Fucus spp.,nd,nd
1986,5,11,1,NA,66,Fucus vesiculosus,NA,NA
1986,5,12,1,NA,NA,NA,NA,NA
1986,5,13,1,NA,NA,NA,NA,NA
1987,5,0,1,NA,NA,NA,NA,NA
1987,5,1,1,NA,NA,NA,NA,NA
1987,5,2,1,NA,NA,NA,NA,NA
1987,5,3,1,NA,NA,NA,NA,NA
1987,5,4,1,NA,NA,NA,1,0
1987,5,5,1,NA,15,Fucus spp.,46,4
1987,5,6,1,NA,13.5,Fucus spiralis,NA,NA
1987,5,6,2,NA,26,Fucus spiralis,34,3
1987,5,6,3,NA,NA,NA,45,4
1987,5,7,1,NA,NA,NA,30,2
1987,5,8,1,NA,12.5,Fucus spp.,NA,NA
1987,5,9,1,NA,NA,NA,20,1
1987,5,9,2,NA,NA,NA,NA,NA
1987,5,9,3,NA,NA,NA,NA,NA
1987,5,10,1,NA,38,Fucus spiralis,32,2
1987,5,11,1,NA,NA,NA,NA,NA
1987,5,12,1,NA,NA,NA,NA,NA
1987,5,12,2,NA,NA,NA,NA,NA
1987,5,12,3,NA,NA,NA,NA,NA
1987,5,13,1,NA,NA,NA,NA,NA
1988,5,0,1,NA,NA,NA,NA,NA
1988,5,1,1,NA,NA,NA,NA,NA
1988,5,2,1,NA,NA,NA,NA,NA
1988,5,3,1,NA,NA,NA,NA,NA
1988,5,4,1,NA,NA,NA,NA,NA
1988,5,5,1,NA,NA,NA,NA,NA
1988,5,6,1,NA,NA,NA,NA,NA
1988,5,6,2,NA,NA,NA,NA,NA
1988,5,6,3,NA,NA,NA,NA,NA
1988,5,7,1,NA,NA,NA,55,11
1988,5,8,1,NA,15,Fucus spp.,45,5
1988,5,9,1,NA,14,Fucus spp.,35,4
1988,5,9,2,NA,15,Fucus spp.,40,6
1988,5,9,3,NA,NA,NA,40,3
1988,5,10,1,NA,NA,NA,40,3
1988,5,11,1,NA,NA,NA,NA,NA
1988,5,12,1,NA,NA,NA,NA,NA
1988,5,12,2,NA,NA,NA,NA,NA
1988,5,12,3,NA,NA,NA,NA,NA
1988,5,13,1,NA,NA,NA,NA,NA
1988,5,14,1,NA,NA,NA,NA,NA
1989,5,0,1,NA,NA,NA,NA,NA
1989,5,1,1,NA,NA,NA,NA,NA
1989,5,2,1,NA,NA,NA,NA,NA
1989,5,3,1,NA,NA,NA,NA,NA
1989,5,4,1,NA,NA,NA,NA,NA
1989,5,5,1,NA,NA,NA,NA,NA
1989,5,6,1,NA,2,Fucus spiralis,NA,NA
1989,5,6,2,NA,NA,NA,NA,NA
1989,5,6,3,NA,NA,NA,NA,NA
1989,5,7,1,NA,2,Fucus spp.,82,5
1989,5,8,1,NA,nd,Fucus spp.,42,4
1989,5,9,1,NA,17.5,Fucus vesiculosus,39,3
1989,5,9,2,NA,NA,NA,48,3
1989,5,9,3,NA,56,Fucus distichus,45,3
1989,5,10,1,NA,NA,NA,32.5,3
1989,5,11,1,NA,NA,NA,NA,NA
1989,5,12,1,NA,NA,NA,NA,NA
1989,5,12,2,NA,NA,NA,NA,NA
1989,5,12,3,NA,NA,NA,NA,NA
1989,5,13,1,NA,NA,NA,NA,NA
1990,5,0,1,NA,NA,NA,NA,NA
1990,5,0,2,NA,NA,NA,NA,NA
1990,5,0,3,NA,NA,NA,NA,NA
1990,5,1,1,NA,NA,NA,NA,NA
1990,5,1,2,NA,NA,NA,NA,NA
1990,5,1,3,NA,NA,NA,NA,NA
1990,5,2,1,NA,NA,NA,NA,NA
1990,5,2,2,NA,NA,NA,NA,NA
1990,5,2,3,NA,NA,NA,NA,NA
1990,5,3,1,NA,NA,NA,NA,NA
1990,5,3,2,NA,NA,NA,NA,NA
1990,5,3,3,NA,NA,NA,NA,NA
1990,5,4,1,NA,NA,NA,NA,NA
1990,5,4,2,NA,NA,NA,NA,NA
1990,5,4,3,NA,NA,NA,NA,NA
1990,5,5,1,NA,NA,NA,NA,NA
1990,5,5,2,NA,NA,NA,NA,NA
1990,5,5,3,NA,NA,NA,NA,NA
1990,5,6,1,NA,NA,NA,NA,NA
1990,5,6,2,NA,6,Fucus spp.,NA,NA
1990,5,6,3,NA,NA,NA,NA,NA
1990,5,7,1,NA,NA,NA,70,4
1990,5,8,1,NA,6,Fucus distichus,65,2
1990,5,9,1,NA,20,Fucus vesiculosus,40,4
1990,5,9,2,NA,22,Fucus spp.,73,3
1990,5,9,3,NA,8,Fucus spp.,nd,nd
1990,5,10,1,NA,NA,NA,31,2
1990,5,11,1,NA,NA,NA,NA,NA
1990,5,12,1,NA,NA,NA,NA,NA
1990,5,12,2,NA,NA,NA,NA,NA
1990,5,12,3,NA,NA,NA,NA,NA
1990,5,13,1,NA,NA,NA,NA,NA
1991,5,0,1,NA,NA,NA,NA,NA
1991,5,0,2,NA,NA,NA,NA,NA
1991,5,0,3,NA,NA,NA,NA,NA
1991,5,1,1,NA,NA,NA,NA,NA
1991,5,1,2,NA,NA,NA,NA,NA
1991,5,1,3,NA,NA,NA,NA,NA
1991,5,2,1,NA,NA,NA,NA,NA
1991,5,2,2,NA,NA,NA,NA,NA
