"Year","Transect","Level","Replicate","Data_taken","Organism","Count"
2021,5,10,2,"yes","Lepidonotus","0.0"
2021,5,10,2,"yes","Nemertean","0.0"
2021,5,10,2,"yes","Nudibranchia","0.0"
2021,5,10,2,"yes","Oligochaete","0.0"
2021,5,10,2,"yes","Polychaeta","0.0"
2021,5,10,2,"yes","platyhelminthes","0.0"
2021,5,10,2,"yes","Hemigrapsus sanguineus","0.0"
2021,5,10,2,"yes","Asterias rubens","0.0"
2021,5,10,2,"yes","Diadumene lineata","0.0"
2021,5,10,3,"yes","Littorina saxatilis","0.0"
2021,5,10,3,"yes","Littorina littorea","1.0"
2021,5,10,3,"yes","Littorina obtusata","0.0"
2021,5,10,3,"yes","Nucella lapillus","0.0"
2021,5,10,3,"yes","Anurida maritima","0.0"
2021,5,10,3,"yes","Mytilus edulis","1.0"
2021,5,10,3,"yes","Semibalanus balanoides","421.33"
2021,5,10,3,"yes","Isopods","0.0"
2021,5,10,3,"yes","Amphipoda","0.0"
2021,5,10,3,"yes","Diadumene lineata","0.0"
2021,5,10,3,"yes","Ophiopholis","0.0"
2021,5,10,3,"yes","Nematodes","0.0"
2021,5,10,3,"yes","Annelid","0.0"
2021,5,10,3,"yes","Spirorbis","0.0"
2021,5,10,3,"yes","Crepidula fornicata","0.0"
2021,5,10,3,"yes","Anomia simplex","0.0"
2021,5,10,3,"yes","Lycastopsis","0.0"
2021,5,10,3,"yes","Lycastopsis","0.0"
2021,5,10,3,"yes","Idotea balthica","0.0"
2021,5,10,3,"yes","Idotea balthica","0.0"
2021,5,10,3,"yes","Micrura affinis","0.0"
2021,5,10,3,"yes","Pagurus acadianus","0.0"
2021,5,10,3,"yes","Gammarid","0.0"
2021,5,10,3,"yes","Lepidonotus","0.0"
2021,5,10,3,"yes","Nemertean","0.0"
2021,5,10,3,"yes","Nudibranchia","0.0"
2021,5,10,3,"yes","Oligochaete","0.0"
2021,5,10,3,"yes","Polychaeta","0.0"
2021,5,10,3,"yes","platyhelminthes","0.0"
2021,5,10,3,"yes","Hemigrapsus sanguineus","0.0"
2021,5,10,3,"yes","Asterias rubens","0.0"
2021,5,10,3,"yes","Diadumene lineata","0.0"
2021,5,11,1,"yes","Littorina saxatilis","0.0"
2021,5,11,1,"yes","Littorina littorea","0.0"
2021,5,11,1,"yes","Littorina obtusata","5.0"
2021,5,11,1,"yes","Nucella lapillus","0.0"
2021,5,11,1,"yes","Anurida maritima","0.0"
2021,5,11,1,"yes","Mytilus edulis","0.0"
2021,5,11,1,"yes","Semibalanus balanoides","0.0"
2021,5,11,1,"yes","Isopods","0.0"
2021,5,11,1,"yes","Amphipoda","0.0"
2021,5,11,1,"yes","Diadumene lineata","0.0"
2021,5,11,1,"yes","Ophiopholis","0.0"
2021,5,11,1,"yes","Nematodes","0.0"
2021,5,11,1,"yes","Annelid","0.0"
2021,5,11,1,"yes","Spirorbis","0.0"
2021,5,11,1,"yes","Crepidula fornicata","0.0"
2021,5,11,1,"yes","Anomia simplex","0.0"
2021,5,11,1,"yes","Lycastopsis","0.0"
2021,5,11,1,"yes","Lycastopsis","0.0"
2021,5,11,1,"yes","Idotea balthica","0.0"
2021,5,11,1,"yes","Idotea balthica","0.0"
2021,5,11,1,"yes","Micrura affinis","0.0"
2021,5,11,1,"yes","Pagurus acadianus","0.0"
2021,5,11,1,"yes","Gammarid","0.0"
2021,5,11,1,"yes","Lepidonotus","0.0"
2021,5,11,1,"yes","Nemertean","0.0"
2021,5,11,1,"yes","Nudibranchia","0.0"
2021,5,11,1,"yes","Oligochaete","0.0"
2021,5,11,1,"yes","Polychaeta","0.0"
2021,5,11,1,"yes","platyhelminthes","0.0"
2021,5,11,1,"yes","Hemigrapsus sanguineus","0.0"
2021,5,11,1,"yes","Asterias rubens","0.0"
2021,5,11,1,"yes","Diadumene lineata","0.0"
2021,5,11,2,"yes","Littorina saxatilis","0.0"
2021,5,11,2,"yes","Littorina littorea","0.0"
2021,5,11,2,"yes","Littorina obtusata","0.0"
2021,5,11,2,"yes","Nucella lapillus","0.0"
2021,5,11,2,"yes","Anurida maritima","0.0"
2021,5,11,2,"yes","Mytilus edulis","0.0"
2021,5,11,2,"yes","Semibalanus balanoides","16.0"
2021,5,11,2,"yes","Isopods","0.0"
2021,5,11,2,"yes","Amphipoda","0.0"
2021,5,11,2,"yes","Diadumene lineata","0.0"
2021,5,11,2,"yes","Ophiopholis","0.0"
2021,5,11,2,"yes","Nematodes","0.0"
2021,5,11,2,"yes","Annelid","0.0"
2021,5,11,2,"yes","Spirorbis","0.0"
2021,5,11,2,"yes","Crepidula fornicata","0.0"
2021,5,11,2,"yes","Anomia simplex","0.0"
2021,5,11,2,"yes","Lycastopsis","0.0"
2021,5,11,2,"yes","Lycastopsis","0.0"
2021,5,11,2,"yes","Idotea balthica","0.0"
2021,5,11,2,"yes","Idotea balthica","0.0"
2021,5,11,2,"yes","Micrura affinis","0.0"
2021,5,11,2,"yes","Pagurus acadianus","0.0"
2021,5,11,2,"yes","Gammarid","0.0"
2021,5,11,2,"yes","Lepidonotus","0.0"
2021,5,11,2,"yes","Nemertean","0.0"
2021,5,11,2,"yes","Nudibranchia","0.0"
2021,5,11,2,"yes","Oligochaete","0.0"
2021,5,11,2,"yes","Polychaeta","0.0"
2021,5,11,2,"yes","platyhelminthes","0.0"
2021,5,11,2,"yes","Hemigrapsus sanguineus","0.0"
2021,5,11,2,"yes","Asterias rubens","0.0"
2021,5,11,2,"yes","Diadumene lineata","0.0"
2021,5,11,3,"yes","Littorina saxatilis","0.0"
2021,5,11,3,"yes","Littorina littorea","0.0"
2021,5,11,3,"yes","Littorina obtusata","0.0"
2021,5,11,3,"yes","Nucella lapillus","0.0"
2021,5,11,3,"yes","Anurida maritima","0.0"
2021,5,11,3,"yes","Mytilus edulis","0.0"
2021,5,11,3,"yes","Semibalanus balanoides","576.0"
2021,5,11,3,"yes","Isopods","0.0"
2021,5,11,3,"yes","Amphipoda","0.0"
2021,5,11,3,"yes","Diadumene lineata","0.0"
2021,5,11,3,"yes","Ophiopholis","0.0"
2021,5,11,3,"yes","Nematodes","0.0"
2021,5,11,3,"yes","Annelid","0.0"
2021,5,11,3,"yes","Spirorbis","0.0"
2021,5,11,3,"yes","Crepidula fornicata","0.0"
2021,5,11,3,"yes","Anomia simplex","0.0"
2021,5,11,3,"yes","Lycastopsis","0.0"
2021,5,11,3,"yes","Lycastopsis","0.0"
2021,5,11,3,"yes","Idotea balthica","0.0"
2021,5,11,3,"yes","Idotea balthica","0.0"
2021,5,11,3,"yes","Micrura affinis","0.0"
2021,5,11,3,"yes","Pagurus acadianus","0.0"
2021,5,11,3,"yes","Gammarid","0.0"
2021,5,11,3,"yes","Lepidonotus","0.0"
2021,5,11,3,"yes","Nemertean","0.0"
2021,5,11,3,"yes","Nudibranchia","0.0"
2021,5,11,3,"yes","Oligochaete","0.0"
2021,5,11,3,"yes","Polychaeta","0.0"
2021,5,11,3,"yes","platyhelminthes","0.0"
2021,5,11,3,"yes","Hemigrapsus sanguineus","2.0"
2021,5,11,3,"yes","Asterias rubens","0.0"
2021,5,11,3,"yes","Diadumene lineata","0.0"
2021,5,12,1,"yes","Littorina saxatilis","0.0"
2021,5,12,1,"yes","Littorina littorea","0.0"
2021,5,12,1,"yes","Littorina obtusata","1.0"
2021,5,12,1,"yes","Nucella lapillus","0.0"
2021,5,12,1,"yes","Anurida maritima","0.0"
2021,5,12,1,"yes","Mytilus edulis","0.0"
2021,5,12,1,"yes","Semibalanus balanoides","0.0"
2021,5,12,1,"yes","Isopods","0.0"
2021,5,12,1,"yes","Amphipoda","0.0"
2021,5,12,1,"yes","Diadumene lineata","0.0"
2021,5,12,1,"yes","Ophiopholis","0.0"
2021,5,12,1,"yes","Nematodes","0.0"
2021,5,12,1,"yes","Annelid","0.0"
2021,5,12,1,"yes","Spirorbis","0.0"
2021,5,12,1,"yes","Crepidula fornicata","0.0"
2021,5,12,1,"yes","Anomia simplex","0.0"
2021,5,12,1,"yes","Lycastopsis","0.0"
2021,5,12,1,"yes","Lycastopsis","0.0"
2021,5,12,1,"yes","Idotea balthica","0.0"
2021,5,12,1,"yes","Idotea balthica","0.0"
2021,5,12,1,"yes","Micrura affinis","0.0"
2021,5,12,1,"yes","Pagurus acadianus","0.0"
2021,5,12,1,"yes","Gammarid","0.0"
2021,5,12,1,"yes","Lepidonotus","0.0"
2021,5,12,1,"yes","Nemertean","0.0"
2021,5,12,1,"yes","Nudibranchia","0.0"
2021,5,12,1,"yes","Oligochaete","0.0"
2021,5,12,1,"yes","Polychaeta","0.0"
2021,5,12,1,"yes","platyhelminthes","0.0"
2021,5,12,1,"yes","Hemigrapsus sanguineus","0.0"
2021,5,12,1,"yes","Asterias rubens","0.0"
2021,5,12,1,"yes","Diadumene lineata","0.0"
2021,5,12,2,"yes","Littorina saxatilis","0.0"
2021,5,12,2,"yes","Littorina littorea","0.0"
2021,5,12,2,"yes","Littorina obtusata","3.0"
2021,5,12,2,"yes","Nucella lapillus","0.0"
2021,5,12,2,"yes","Anurida maritima","0.0"
2021,5,12,2,"yes","Mytilus edulis","0.0"
2021,5,12,2,"yes","Semibalanus balanoides","8.0"
2021,5,12,2,"yes","Isopods","0.0"
2021,5,12,2,"yes","Amphipoda","0.0"
2021,5,12,2,"yes","Diadumene lineata","0.0"
2021,5,12,2,"yes","Ophiopholis","0.0"
2021,5,12,2,"yes","Nematodes","0.0"
2021,5,12,2,"yes","Annelid","0.0"
2021,5,12,2,"yes","Spirorbis","0.0"
2021,5,12,2,"yes","Crepidula fornicata","0.0"
2021,5,12,2,"yes","Anomia simplex","0.0"
2021,5,12,2,"yes","Lycastopsis","0.0"
2021,5,12,2,"yes","Lycastopsis","0.0"
2021,5,12,2,"yes","Idotea balthica","0.0"
2021,5,12,2,"yes","Idotea balthica","0.0"
2021,5,12,2,"yes","Micrura affinis","0.0"
2021,5,12,2,"yes","Pagurus acadianus","0.0"
2021,5,12,2,"yes","Gammarid","0.0"
2021,5,12,2,"yes","Lepidonotus","0.0"
2021,5,12,2,"yes","Nemertean","0.0"
2021,5,12,2,"yes","Nudibranchia","0.0"
2021,5,12,2,"yes","Oligochaete","0.0"
2021,5,12,2,"yes","Polychaeta","0.0"
2021,5,12,2,"yes","platyhelminthes","0.0"
2021,5,12,2,"yes","Hemigrapsus sanguineus","0.0"
2021,5,12,2,"yes","Asterias rubens","0.0"
2021,5,12,2,"yes","Diadumene lineata","0.0"
2021,5,12,3,"yes","Littorina saxatilis","0.0"
2021,5,12,3,"yes","Littorina littorea","1.0"
2021,5,12,3,"yes","Littorina obtusata","5.0"
2021,5,12,3,"yes","Nucella lapillus","0.0"
2021,5,12,3,"yes","Anurida maritima","0.0"
2021,5,12,3,"yes","Mytilus edulis","0.0"
2021,5,12,3,"yes","Semibalanus balanoides","235.0"
2021,5,12,3,"yes","Isopods","1.0"
2021,5,12,3,"yes","Amphipoda","0.0"
2021,5,12,3,"yes","Diadumene lineata","0.0"
2021,5,12,3,"yes","Ophiopholis","0.0"
2021,5,12,3,"yes","Nematodes","0.0"
2021,5,12,3,"yes","Annelid","0.0"
2021,5,12,3,"yes","Spirorbis","0.0"
2021,5,12,3,"yes","Crepidula fornicata","0.0"
2021,5,12,3,"yes","Anomia simplex","0.0"
2021,5,12,3,"yes","Lycastopsis","0.0"
2021,5,12,3,"yes","Lycastopsis","0.0"
2021,5,12,3,"yes","Idotea balthica","0.0"
2021,5,12,3,"yes","Idotea balthica","0.0"
2021,5,12,3,"yes","Micrura affinis","0.0"
2021,5,12,3,"yes","Pagurus acadianus","0.0"
2021,5,12,3,"yes","Gammarid","0.0"
2021,5,12,3,"yes","Lepidonotus","0.0"
2021,5,12,3,"yes","Nemertean","0.0"
2021,5,12,3,"yes","Nudibranchia","0.0"
2021,5,12,3,"yes","Oligochaete","0.0"
2021,5,12,3,"yes","Polychaeta","0.0"
2021,5,12,3,"yes","platyhelminthes","0.0"
2021,5,12,3,"yes","Hemigrapsus sanguineus","0.0"
2021,5,12,3,"yes","Asterias rubens","0.0"
2021,5,12,3,"yes","Diadumene lineata","2.0"
2021,5,13,1,"yes","Littorina saxatilis","0.0"
2021,5,13,1,"yes","Littorina littorea","6.0"
2021,5,13,1,"yes","Littorina obtusata","0.0"
2021,5,13,1,"yes","Nucella lapillus","2.0"
2021,5,13,1,"yes","Anurida maritima","0.0"
2021,5,13,1,"yes","Mytilus edulis","0.0"
2021,5,13,1,"yes","Semibalanus balanoides","0.0"
2021,5,13,1,"yes","Isopods","0.0"
2021,5,13,1,"yes","Amphipoda","0.0"
2021,5,13,1,"yes","Diadumene lineata","0.0"
2021,5,13,1,"yes","Ophiopholis","0.0"
2021,5,13,1,"yes","Nematodes","0.0"
2021,5,13,1,"yes","Annelid","0.0"
2021,5,13,1,"yes","Spirorbis","0.0"
2021,5,13,1,"yes","Crepidula fornicata","0.0"
2021,5,13,1,"yes","Anomia simplex","0.0"
2021,5,13,1,"yes","Lycastopsis","0.0"
2021,5,13,1,"yes","Lycastopsis","0.0"
2021,5,13,1,"yes","Idotea balthica","0.0"
2021,5,13,1,"yes","Idotea balthica","0.0"
2021,5,13,1,"yes","Micrura affinis","0.0"
2021,5,13,1,"yes","Pagurus acadianus","0.0"
2021,5,13,1,"yes","Gammarid","0.0"
2021,5,13,1,"yes","Lepidonotus","0.0"
2021,5,13,1,"yes","Nemertean","0.0"
2021,5,13,1,"yes","Nudibranchia","0.0"
2021,5,13,1,"yes","Oligochaete","0.0"
2021,5,13,1,"yes","Polychaeta","0.0"
2021,5,13,1,"yes","platyhelminthes","0.0"
2021,5,13,1,"yes","Hemigrapsus sanguineus","0.0"
2021,5,13,1,"yes","Asterias rubens","0.0"
2021,5,13,1,"yes","Diadumene lineata","0.0"
2021,5,13,2,"yes","Littorina saxatilis","0.0"
2021,5,13,2,"yes","Littorina littorea","4.0"
2021,5,13,2,"yes","Littorina obtusata","2.0"
2021,5,13,2,"yes","Nucella lapillus","0.0"
2021,5,13,2,"yes","Anurida maritima","0.0"
2021,5,13,2,"yes","Mytilus edulis","0.0"
2021,5,13,2,"yes","Semibalanus balanoides","0.0"
2021,5,13,2,"yes","Isopods","0.0"
2021,5,13,2,"yes","Amphipoda","0.0"
2021,5,13,2,"yes","Diadumene lineata","0.0"
2021,5,13,2,"yes","Ophiopholis","0.0"
2021,5,13,2,"yes","Nematodes","0.0"
2021,5,13,2,"yes","Annelid","0.0"
2021,5,13,2,"yes","Spirorbis","0.0"
2021,5,13,2,"yes","Crepidula fornicata","0.0"
2021,5,13,2,"yes","Anomia simplex","0.0"
2021,5,13,2,"yes","Lycastopsis","0.0"
2021,5,13,2,"yes","Lycastopsis","0.0"
2021,5,13,2,"yes","Idotea balthica","0.0"
2021,5,13,2,"yes","Idotea balthica","0.0"
2021,5,13,2,"yes","Micrura affinis","0.0"
2021,5,13,2,"yes","Pagurus acadianus","0.0"
2021,5,13,2,"yes","Gammarid","0.0"
2021,5,13,2,"yes","Lepidonotus","0.0"
2021,5,13,2,"yes","Nemertean","0.0"
2021,5,13,2,"yes","Nudibranchia","0.0"
2021,5,13,2,"yes","Oligochaete","0.0"
2021,5,13,2,"yes","Polychaeta","0.0"
2021,5,13,2,"yes","platyhelminthes","0.0"
2021,5,13,2,"yes","Hemigrapsus sanguineus","0.0"
2021,5,13,2,"yes","Asterias rubens","0.0"
2021,5,13,2,"yes","Diadumene lineata","0.0"
2021,5,13,3,"yes","Littorina saxatilis","0.0"
2021,5,13,3,"yes","Littorina littorea","3.0"
2021,5,13,3,"yes","Littorina obtusata","0.0"
2021,5,13,3,"yes","Nucella lapillus","0.0"
2021,5,13,3,"yes","Anurida maritima","0.0"
2021,5,13,3,"yes","Mytilus edulis","0.0"
2021,5,13,3,"yes","Semibalanus balanoides","0.0"
2021,5,13,3,"yes","Isopods","0.0"
2021,5,13,3,"yes","Amphipoda","0.0"
2021,5,13,3,"yes","Diadumene lineata","0.0"
2021,5,13,3,"yes","Ophiopholis","0.0"
2021,5,13,3,"yes","Nematodes","0.0"
2021,5,13,3,"yes","Annelid","0.0"
2021,5,13,3,"yes","Spirorbis","0.0"
2021,5,13,3,"yes","Crepidula fornicata","0.0"
2021,5,13,3,"yes","Anomia simplex","0.0"
2021,5,13,3,"yes","Lycastopsis","0.0"
2021,5,13,3,"yes","Lycastopsis","0.0"
2021,5,13,3,"yes","Idotea balthica","0.0"
2021,5,13,3,"yes","Idotea balthica","0.0"
2021,5,13,3,"yes","Micrura affinis","0.0"
2021,5,13,3,"yes","Pagurus acadianus","0.0"
2021,5,13,3,"yes","Gammarid","0.0"
2021,5,13,3,"yes","Lepidonotus","0.0"
2021,5,13,3,"yes","Nemertean","0.0"
2021,5,13,3,"yes","Nudibranchia","0.0"
2021,5,13,3,"yes","Oligochaete","0.0"
2021,5,13,3,"yes","Polychaeta","0.0"
2021,5,13,3,"yes","platyhelminthes","0.0"
2021,5,13,3,"yes","Hemigrapsus sanguineus","0.0"
2021,5,13,3,"yes","Asterias rubens","0.0"
2021,5,13,3,"yes","Diadumene lineata","0.0"
2021,5,14,1,"no","Littorina saxatilis","NA"
2021,5,14,1,"no","Littorina littorea","NA"
2021,5,14,1,"no","Littorina obtusata","NA"
2021,5,14,1,"no","Nucella lapillus","NA"
2021,5,14,1,"no","Anurida maritima","NA"
2021,5,14,1,"no","Mytilus edulis","NA"
2021,5,14,1,"no","Semibalanus balanoides","NA"
2021,5,14,1,"no","Isopods","NA"
2021,5,14,1,"no","Amphipoda","NA"
2021,5,14,1,"no","Diadumene lineata","NA"
2021,5,14,1,"no","Ophiopholis","NA"
2021,5,14,1,"no","Nematodes","NA"
2021,5,14,1,"no","Annelid","NA"
2021,5,14,1,"no","Spirorbis","NA"
2021,5,14,1,"no","Crepidula fornicata","NA"
2021,5,14,1,"no","Anomia simplex","NA"
2021,5,14,1,"no","Lycastopsis","NA"
2021,5,14,1,"no","Lycastopsis","NA"
2021,5,14,1,"no","Idotea balthica","NA"
2021,5,14,1,"no","Idotea balthica","NA"
2021,5,14,1,"no","Micrura affinis","NA"
2021,5,14,1,"no","Pagurus acadianus","NA"
2021,5,14,1,"no","Gammarid","NA"
2021,5,14,1,"no","Lepidonotus","NA"
2021,5,14,1,"no","Nemertean","NA"
2021,5,14,1,"no","Nudibranchia","NA"
2021,5,14,1,"no","Oligochaete","NA"
2021,5,14,1,"no","Polychaeta","NA"
2021,5,14,1,"no","platyhelminthes","NA"
2021,5,14,1,"no","Hemigrapsus sanguineus","NA"
2021,5,14,1,"no","Asterias rubens","NA"
2021,5,14,1,"no","Diadumene lineata","NA"
2021,5,14,2,"no","Littorina saxatilis","NA"
2021,5,14,2,"no","Littorina littorea","NA"
2021,5,14,2,"no","Littorina obtusata","NA"
2021,5,14,2,"no","Nucella lapillus","NA"
2021,5,14,2,"no","Anurida maritima","NA"
2021,5,14,2,"no","Mytilus edulis","NA"
2021,5,14,2,"no","Semibalanus balanoides","NA"
2021,5,14,2,"no","Isopods","NA"
2021,5,14,2,"no","Amphipoda","NA"
2021,5,14,2,"no","Diadumene lineata","NA"
2021,5,14,2,"no","Ophiopholis","NA"
2021,5,14,2,"no","Nematodes","NA"
2021,5,14,2,"no","Annelid","NA"
2021,5,14,2,"no","Spirorbis","NA"
2021,5,14,2,"no","Crepidula fornicata","NA"
2021,5,14,2,"no","Anomia simplex","NA"
2021,5,14,2,"no","Lycastopsis","NA"
2021,5,14,2,"no","Lycastopsis","NA"
2021,5,14,2,"no","Idotea balthica","NA"
2021,5,14,2,"no","Idotea balthica","NA"
2021,5,14,2,"no","Micrura affinis","NA"
2021,5,14,2,"no","Pagurus acadianus","NA"
2021,5,14,2,"no","Gammarid","NA"
2021,5,14,2,"no","Lepidonotus","NA"
2021,5,14,2,"no","Nemertean","NA"
2021,5,14,2,"no","Nudibranchia","NA"
2021,5,14,2,"no","Oligochaete","NA"
2021,5,14,2,"no","Polychaeta","NA"
2021,5,14,2,"no","platyhelminthes","NA"
2021,5,14,2,"no","Hemigrapsus sanguineus","NA"
2021,5,14,2,"no","Asterias rubens","NA"
2021,5,14,2,"no","Diadumene lineata","NA"
2021,5,14,3,"no","Littorina saxatilis","NA"
2021,5,14,3,"no","Littorina littorea","NA"
2021,5,14,3,"no","Littorina obtusata","NA"
2021,5,14,3,"no","Nucella lapillus","NA"
2021,5,14,3,"no","Anurida maritima","NA"
2021,5,14,3,"no","Mytilus edulis","NA"
2021,5,14,3,"no","Semibalanus balanoides","NA"
2021,5,14,3,"no","Isopods","NA"
2021,5,14,3,"no","Amphipoda","NA"
2021,5,14,3,"no","Diadumene lineata","NA"
2021,5,14,3,"no","Ophiopholis","NA"
2021,5,14,3,"no","Nematodes","NA"
2021,5,14,3,"no","Annelid","NA"
2021,5,14,3,"no","Spirorbis","NA"
2021,5,14,3,"no","Crepidula fornicata","NA"
2021,5,14,3,"no","Anomia simplex","NA"
2021,5,14,3,"no","Lycastopsis","NA"
2021,5,14,3,"no","Lycastopsis","NA"
2021,5,14,3,"no","Idotea balthica","NA"
2021,5,14,3,"no","Idotea balthica","NA"
2021,5,14,3,"no","Micrura affinis","NA"
2021,5,14,3,"no","Pagurus acadianus","NA"
2021,5,14,3,"no","Gammarid","NA"
2021,5,14,3,"no","Lepidonotus","NA"
2021,5,14,3,"no","Nemertean","NA"
2021,5,14,3,"no","Nudibranchia","NA"
2021,5,14,3,"no","Oligochaete","NA"
2021,5,14,3,"no","Polychaeta","NA"
2021,5,14,3,"no","platyhelminthes","NA"
2021,5,14,3,"no","Hemigrapsus sanguineus","NA"
2021,5,14,3,"no","Asterias rubens","NA"
2021,5,14,3,"no","Diadumene lineata","NA"
2021,20,-2,1,"yes","Littorina saxatilis","0.0"
2021,20,-2,1,"yes","Littorina littorea","0.0"
2021,20,-2,1,"yes","Littorina obtusata","0.0"
2021,20,-2,1,"yes","Nucella lapillus","0.0"
2021,20,-2,1,"yes","Anurida maritima","0.0"
2021,20,-2,1,"yes","Mytilus edulis","0.0"
2021,20,-2,1,"yes","Semibalanus balanoides","0.0"
2021,20,-2,1,"yes","Isopods","0.0"
2021,20,-2,1,"yes","Amphipoda","0.0"
2021,20,-2,1,"yes","Diadumene lineata","0.0"
2021,20,-2,1,"yes","Ophiopholis","0.0"
2021,20,-2,1,"yes","Nematodes","0.0"
2021,20,-2,1,"yes","Annelid","0.0"
2021,20,-2,1,"yes","Spirorbis","0.0"
2021,20,-2,1,"yes","Crepidula fornicata","0.0"
2021,20,-2,1,"yes","Anomia simplex","0.0"
2021,20,-2,1,"yes","Lycastopsis","0.0"
2021,20,-2,1,"yes","Lycastopsis","0.0"
2021,20,-2,1,"yes","Idotea balthica","0.0"
2021,20,-2,1,"yes","Idotea balthica","0.0"
2021,20,-2,1,"yes","Micrura affinis","0.0"
2021,20,-2,1,"yes","Pagurus acadianus","0.0"
2021,20,-2,1,"yes","Gammarid","0.0"
2021,20,-2,1,"yes","Lepidonotus","0.0"
2021,20,-2,1,"yes","Nemertean","0.0"
2021,20,-2,1,"yes","Nudibranchia","0.0"
2021,20,-2,1,"yes","Oligochaete","0.0"
2021,20,-2,1,"yes","Polychaeta","0.0"
2021,20,-2,1,"yes","platyhelminthes","0.0"
2021,20,-2,1,"yes","Hemigrapsus sanguineus","0.0"
2021,20,-2,1,"yes","Asterias rubens","0.0"
2021,20,-2,1,"yes","Diadumene lineata","0.0"
2021,20,-2,2,"yes","Littorina saxatilis","0.0"
2021,20,-2,2,"yes","Littorina littorea","0.0"
2021,20,-2,2,"yes","Littorina obtusata","0.0"
2021,20,-2,2,"yes","Nucella lapillus","0.0"
2021,20,-2,2,"yes","Anurida maritima","0.0"
2021,20,-2,2,"yes","Mytilus edulis","0.0"
2021,20,-2,2,"yes","Semibalanus balanoides","0.0"
2021,20,-2,2,"yes","Isopods","0.0"
2021,20,-2,2,"yes","Amphipoda","0.0"
2021,20,-2,2,"yes","Diadumene lineata","0.0"
2021,20,-2,2,"yes","Ophiopholis","0.0"
2021,20,-2,2,"yes","Nematodes","0.0"
2021,20,-2,2,"yes","Annelid","0.0"
2021,20,-2,2,"yes","Spirorbis","0.0"
2021,20,-2,2,"yes","Crepidula fornicata","0.0"
2021,20,-2,2,"yes","Anomia simplex","0.0"
2021,20,-2,2,"yes","Lycastopsis","0.0"
2021,20,-2,2,"yes","Lycastopsis","0.0"
2021,20,-2,2,"yes","Idotea balthica","0.0"
2021,20,-2,2,"yes","Idotea balthica","0.0"
2021,20,-2,2,"yes","Micrura affinis","0.0"
2021,20,-2,2,"yes","Pagurus acadianus","0.0"
2021,20,-2,2,"yes","Gammarid","0.0"
2021,20,-2,2,"yes","Lepidonotus","0.0"
2021,20,-2,2,"yes","Nemertean","0.0"
2021,20,-2,2,"yes","Nudibranchia","0.0"
2021,20,-2,2,"yes","Oligochaete","0.0"
2021,20,-2,2,"yes","Polychaeta","0.0"
2021,20,-2,2,"yes","platyhelminthes","0.0"
2021,20,-2,2,"yes","Hemigrapsus sanguineus","0.0"
2021,20,-2,2,"yes","Asterias rubens","0.0"
2021,20,-2,2,"yes","Diadumene lineata","0.0"
2021,20,-2,3,"yes","Littorina saxatilis","0.0"
2021,20,-2,3,"yes","Littorina littorea","0.0"
2021,20,-2,3,"yes","Littorina obtusata","0.0"
2021,20,-2,3,"yes","Nucella lapillus","0.0"
2021,20,-2,3,"yes","Anurida maritima","0.0"
2021,20,-2,3,"yes","Mytilus edulis","0.0"
2021,20,-2,3,"yes","Semibalanus balanoides","0.0"
2021,20,-2,3,"yes","Isopods","0.0"
2021,20,-2,3,"yes","Amphipoda","0.0"
2021,20,-2,3,"yes","Diadumene lineata","0.0"
2021,20,-2,3,"yes","Ophiopholis","0.0"
2021,20,-2,3,"yes","Nematodes","0.0"
2021,20,-2,3,"yes","Annelid","0.0"
2021,20,-2,3,"yes","Spirorbis","0.0"
2021,20,-2,3,"yes","Crepidula fornicata","0.0"
2021,20,-2,3,"yes","Anomia simplex","0.0"
2021,20,-2,3,"yes","Lycastopsis","0.0"
2021,20,-2,3,"yes","Lycastopsis","0.0"
2021,20,-2,3,"yes","Idotea balthica","0.0"
2021,20,-2,3,"yes","Idotea balthica","0.0"
2021,20,-2,3,"yes","Micrura affinis","0.0"
2021,20,-2,3,"yes","Pagurus acadianus","0.0"
2021,20,-2,3,"yes","Gammarid","0.0"
2021,20,-2,3,"yes","Lepidonotus","0.0"
2021,20,-2,3,"yes","Nemertean","0.0"
2021,20,-2,3,"yes","Nudibranchia","0.0"
2021,20,-2,3,"yes","Oligochaete","0.0"
2021,20,-2,3,"yes","Polychaeta","0.0"
2021,20,-2,3,"yes","platyhelminthes","0.0"
2021,20,-2,3,"yes","Hemigrapsus sanguineus","0.0"
2021,20,-2,3,"yes","Asterias rubens","0.0"
2021,20,-2,3,"yes","Diadumene lineata","0.0"
2021,20,-1,1,"yes","Littorina saxatilis","0.0"
2021,20,-1,1,"yes","Littorina littorea","0.0"
2021,20,-1,1,"yes","Littorina obtusata","0.0"
2021,20,-1,1,"yes","Nucella lapillus","0.0"
2021,20,-1,1,"yes","Anurida maritima","0.0"
2021,20,-1,1,"yes","Mytilus edulis","0.0"
2021,20,-1,1,"yes","Semibalanus balanoides","0.0"
2021,20,-1,1,"yes","Isopods","0.0"
2021,20,-1,1,"yes","Amphipoda","0.0"
2021,20,-1,1,"yes","Diadumene lineata","0.0"
2021,20,-1,1,"yes","Ophiopholis","0.0"
2021,20,-1,1,"yes","Nematodes","0.0"
2021,20,-1,1,"yes","Annelid","0.0"
2021,20,-1,1,"yes","Spirorbis","0.0"
2021,20,-1,1,"yes","Crepidula fornicata","0.0"
2021,20,-1,1,"yes","Anomia simplex","0.0"
