AphiaID,valid_name,valid_authority,kingdom,phylum,class,order,family,genus,ID_confidence,comments
145076,Rhizoclonium tortuosum,"(Dillwyn) Kützing, 1845",Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Rhizoclonium,medium,"NA"
901,Sabellida,"Levinsen, 1883",Animalia,Annelida,Polychaeta,Sabellida,NA,NA,NA,NA
234483,Saccharina latissima (primary),"(Linnaeus) C.E.Lane, C.Mayes, Druehl & G.W.Saunders, 2006",Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,high,"NA"
234483,Saccharina latissima (canopy),"(Linnaeus) C.E.Lane, C.Mayes, Druehl & G.W.Saunders, 2006",Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,high,"NA"
145734,Saccorhiza dermatodea,"(Bachelot de la Pylaie) J.Agardh, 1868",Chromista,Ochrophyta,Phaeophyceae,Tilopteridales,Phyllariaceae,Saccorhiza,low,"NA"
106210,Semibalanus balanoides,"(Linnaeus, 1767)",Animalia,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Semibalanus,high,"NA"
111538,Schizoporella unicornis,"(Johnston in Wood, 1844)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,medium,"NA"
145869,Scytosiphon lomentaria,"(Lyngbye) Link, 1833",Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales,Scytosiphonaceae,Scytosiphon,medium,"NA"
106210,Semibalanus balanoides (dead),"(Linnaeus, 1767)",Animalia,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Semibalanus,high,"NA"
117234,Sertularia,"Linnaeus, 1758",Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,low,"NA"
NA,Shell hash,NA,NA,NA,NA,NA,NA,NA,NA,NA
141539,Skeneopsis planorbis,"(O. Fabricius, 1780)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Skeneopsidae,Skeneopsis,medium,Not quantified after 2004 at least.
144702,Spermothamnion repens,"(Dillwyn) Rosenvinge, 1924",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Spermothamnion,low,"NA"
144272,Sphacelaria,"Lyngbye, 1818",Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,low,not ID to species in 2014 but other years ID'ed to S. cirrosa
145892,Sphacelaria cirrosa,"(Roth) C.Agardh, 1824",Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,low,"NA"
129642,Spirorbis,"Daudin, 1800",Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,medium,Not quantified after 2004 at least.
144413,Spongomorpha aeruginosa,"(Linnaeus) Hoek, 1963",Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Spongomorpha,medium,"NA"
124321,Strongylocentrotus droebachiensis,"(O.F. Müller, 1776)",Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,high,"NA"
131543,Thelepus cincinnatus,"(Fabricius, 1780)",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,low,Not quantified after 2004 at least.
140152,Boreochiton ruber,"(Linnaeus, 1767)",Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,high,"NA"
110868,Tricellaria,"Fleming, 1828",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,high,"NA"
793,Platyhelminthes,"Minot, 1876",Animalia,Platyhelminthes,Turbellaria,NA,NA,NA,medium,"NA"
145984,Ulva lactuca,"Linnaeus, 1753",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,high,"NA"
NA,Unknown Brown Filamentous Algae,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unknown Green Crust,NA,NA,NA,NA,NA,NA,NA,NA,NA
475211,Vertebrata lanosa,"(Linnaeus) T.A.Christensen, 1967",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Vertebrata,high,"NA"
